Latitude (decimal degrees):	52.141
Longitude (decimal degrees):	-10.269
Elevation (m):	8
Radiation database:	PVGIS-SARAH3


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200119:0911,4.3,13.99,3.13,2.39,4.0,0.0
20200119:1011,279.32,323.92,9.53,3.96,4.28,0.0
20200119:1111,478.5,547.2,14.27,5.43,4.83,0.0
20200119:1211,564.08,649.36,16.98,7.22,5.52,0.0
20200119:1311,270.61,318.09,17.39,8.42,5.59,0.0
20200119:1411,473.26,547.51,15.46,9.11,6.0,0.0
20200119:1511,300.95,353.07,11.39,9.36,6.41,0.0
20200119:1611,47.13,70.76,5.53,9.12,5.93,0.0
20200119:1711,0.0,0.0,0.0,8.66,5.45,0.0
20200119:1811,0.0,0.0,0.0,7.91,5.17,0.0
20200119:1911,0.0,0.0,0.0,7.6,5.03,0.0
20200119:2011,0.0,0.0,0.0,7.77,4.97,0.0
20200119:2111,0.0,0.0,0.0,7.6,5.1,0.0
20200119:2211,0.0,0.0,0.0,7.89,5.66,0.0
20200119:2311,0.0,0.0,0.0,7.93,5.66,0.0
20200120:0011,0.0,0.0,0.0,7.77,5.52,0.0
20200120:0111,0.0,0.0,0.0,7.47,5.38,0.0
20200120:0211,0.0,0.0,0.0,7.45,5.31,0.0
20200120:0311,0.0,0.0,0.0,7.59,5.38,0.0
20200120:0411,0.0,0.0,0.0,7.49,5.38,0.0
20200120:0511,0.0,0.0,0.0,7.45,5.38,0.0
20200120:0611,0.0,0.0,0.0,7.31,5.1,0.0
20200120:0711,0.0,0.0,0.0,7.07,4.97,0.0
20200120:0811,0.0,0.0,0.0,7.18,4.97,0.0
20200120:0911,0.2,6.12,3.28,6.92,4.76,0.0
20200120:1011,85.88,114.17,9.69,7.38,4.76,0.0
20200120:1111,118.2,150.65,14.46,8.38,5.24,0.0
20200120:1211,57.17,82.51,17.18,9.22,6.07,0.0
20200120:1311,97.33,128.32,17.6,9.52,6.76,0.0
20200120:1411,53.56,78.28,15.69,9.68,6.83,0.0
20200120:1511,66.76,93.34,11.62,9.59,6.41,0.0
20200120:1611,27.57,46.75,5.75,9.21,5.79,0.0
20200120:1711,0.0,0.0,0.0,8.76,5.1,0.0
20200120:1811,0.0,0.0,0.0,8.44,4.62,0.0
20200120:1911,0.0,0.0,0.0,8.58,4.14,0.0
20200120:2011,0.0,0.0,0.0,8.7,3.59,0.0
20200120:2111,0.0,0.0,0.0,8.65,3.17,0.0
20200120:2211,0.0,0.0,0.0,8.12,3.38,0.0
20200120:2311,0.0,0.0,0.0,8.31,3.24,0.0
20200121:0011,0.0,0.0,0.0,8.59,2.97,0.0
20200121:0111,0.0,0.0,0.0,8.31,3.1,0.0
20200121:0211,0.0,0.0,0.0,8.66,2.9,0.0
20200121:0311,0.0,0.0,0.0,8.31,2.97,0.0
20200121:0411,0.0,0.0,0.0,8.5,2.83,0.0
20200121:0511,0.0,0.0,0.0,8.25,2.48,0.0
20200121:0611,0.0,0.0,0.0,8.05,2.41,0.0
20200121:0711,0.0,0.0,0.0,7.95,2.48,0.0
20200121:0811,0.0,0.0,0.0,7.7,2.41,0.0
20200121:0911,0.0,3.5,3.43,7.62,2.48,0.0
20200121:1011,101.87,133.22,9.87,8.28,1.24,0.0
20200121:1111,109.52,142.05,14.65,8.66,1.38,0.0
20200121:1211,203.39,248.17,17.39,9.3,1.24,0.0
20200121:1311,109.81,143.24,17.83,9.4,1.17,0.0
20200121:1411,138.05,174.77,15.92,9.41,1.17,0.0
20200121:1511,225.6,273.27,11.85,9.47,1.45,0.0
20200121:1611,22.7,40.61,5.97,9.41,1.1,0.0
20200121:1711,0.0,0.0,0.0,9.42,1.59,0.0
20200121:1811,0.0,0.0,0.0,9.15,1.93,0.0
20200121:1911,0.0,0.0,0.0,8.94,2.14,0.0
20200121:2011,0.0,0.0,0.0,8.96,1.93,0.0
20200121:2111,0.0,0.0,0.0,8.8,1.59,0.0
20200121:2211,0.0,0.0,0.0,8.0,0.83,0.0
20200121:2311,0.0,0.0,0.0,7.98,0.97,0.0
20200122:0011,0.0,0.0,0.0,7.93,1.03,0.0
20200122:0111,0.0,0.0,0.0,7.88,1.24,0.0
20200122:0211,0.0,0.0,0.0,7.92,1.45,0.0
20200122:0311,0.0,0.0,0.0,7.92,1.45,0.0
20200122:0411,0.0,0.0,0.0,7.9,1.45,0.0
20200122:0511,0.0,0.0,0.0,7.94,1.52,0.0
20200122:0611,0.0,0.0,0.0,7.99,1.72,0.0
20200122:0711,0.0,0.0,0.0,8.09,1.59,0.0
20200122:0811,0.0,0.0,0.0,8.07,1.93,0.0
20200122:0911,0.0,5.25,3.59,8.08,2.14,0.0
20200122:1011,44.79,67.67,10.05,8.75,1.86,0.0
20200122:1111,353.11,417.69,14.85,9.16,2.07,0.0
20200122:1211,498.5,590.81,17.61,9.51,2.34,0.0
20200122:1311,526.26,624.88,18.06,9.9,2.55,0.0
20200122:1411,516.02,612.36,16.15,10.11,2.69,0.0
20200122:1511,378.68,448.86,12.08,10.2,2.76,0.0
20200122:1611,173.93,217.49,6.21,9.86,2.83,0.0
20200122:1711,0.0,0.0,0.0,9.18,2.76,0.0
20200122:1811,0.0,0.0,0.0,9.01,2.48,0.0
20200122:1911,0.0,0.0,0.0,9.0,2.34,0.0
20200122:2011,0.0,0.0,0.0,8.87,2.0,0.0
20200122:2111,0.0,0.0,0.0,8.9,1.79,0.0
20200122:2211,0.0,0.0,0.0,8.11,2.07,0.0
20200122:2311,0.0,0.0,0.0,8.25,2.14,0.0
20200123:0011,0.0,0.0,0.0,8.31,2.41,0.0
20200123:0111,0.0,0.0,0.0,8.2,2.62,0.0
20200123:0211,0.0,0.0,0.0,7.93,2.55,0.0
20200123:0311,0.0,0.0,0.0,7.58,2.41,0.0
20200123:0411,0.0,0.0,0.0,6.99,2.28,0.0
20200123:0511,0.0,0.0,0.0,6.67,2.0,0.0
20200123:0611,0.0,0.0,0.0,6.38,1.79,0.0
20200123:0711,0.0,0.0,0.0,6.16,1.1,0.0
20200123:0811,0.0,0.0,0.0,5.98,1.03,0.0
20200123:0911,0.0,5.56,3.76,6.0,1.38,0.0
20200123:1011,21.09,38.01,10.23,6.14,1.1,0.0
20200123:1111,33.59,53.77,15.05,6.42,1.1,0.0
20200123:1211,29.74,49.14,17.83,6.86,0.34,0.0
20200123:1311,44.1,66.75,18.29,7.24,0.41,0.0
20200123:1411,43.31,65.82,16.39,7.39,0.62,0.0
20200123:1511,53.23,77.47,12.32,7.58,0.55,0.0
20200123:1611,12.01,25.96,6.44,7.5,0.69,0.0
20200123:1711,0.0,0.0,0.0,7.58,0.9,0.0
20200123:1811,0.0,0.0,0.0,7.43,1.1,0.0
20200123:1911,0.0,0.0,0.0,7.45,1.1,0.0
20200123:2011,0.0,0.0,0.0,7.26,0.97,0.0
20200123:2111,0.0,0.0,0.0,7.15,0.9,0.0
20200123:2211,0.0,0.0,0.0,7.4,0.69,0.0
20200123:2311,0.0,0.0,0.0,6.65,0.9,0.0
20200124:0011,0.0,0.0,0.0,6.73,1.24,0.0
20200124:0111,0.0,0.0,0.0,6.65,1.52,0.0
20200124:0211,0.0,0.0,0.0,6.57,1.79,0.0
20200124:0311,0.0,0.0,0.0,6.25,1.79,0.0
20200124:0411,0.0,0.0,0.0,6.23,1.79,0.0
20200124:0511,0.0,0.0,0.0,6.03,2.28,0.0
20200124:0611,0.0,0.0,0.0,6.27,2.14,0.0
20200124:0711,0.0,0.0,0.0,5.96,1.86,0.0
20200124:0811,0.0,0.0,0.0,6.1,1.72,0.0
20200124:0911,4.7,14.83,3.93,6.05,1.93,0.0
20200124:1011,90.43,119.55,10.43,7.31,2.62,0.0
20200124:1111,137.9,172.63,15.27,7.87,3.03,0.0
20200124:1211,181.61,220.88,18.06,8.04,3.79,0.0
20200124:1311,293.89,344.93,18.53,8.29,4.34,0.0
20200124:1411,122.94,156.14,16.64,8.29,4.69,0.0
20200124:1511,83.73,112.21,12.57,8.3,4.9,0.0
20200124:1611,30.57,50.28,6.68,8.16,4.83,0.0
20200124:1711,0.0,0.0,0.0,7.92,4.83,0.0
20200124:1811,0.0,0.0,0.0,7.74,4.76,0.0
20200124:1911,0.0,0.0,0.0,7.7,4.69,0.0
20200124:2011,0.0,0.0,0.0,7.64,4.69,0.0
20200124:2111,0.0,0.0,0.0,7.57,4.97,0.0
20200124:2211,0.0,0.0,0.0,7.67,4.0,0.0
20200124:2311,0.0,0.0,0.0,7.91,5.03,0.0
20200125:0011,0.0,0.0,0.0,7.97,5.86,0.0
20200125:0111,0.0,0.0,0.0,8.01,6.48,0.0
20200125:0211,0.0,0.0,0.0,8.07,6.48,0.0
20200125:0311,0.0,0.0,0.0,8.01,6.34,0.0
20200125:0411,0.0,0.0,0.0,8.06,6.34,0.0
20200125:0511,0.0,0.0,0.0,8.21,6.21,0.0
20200125:0611,0.0,0.0,0.0,8.19,6.07,0.0
20200125:0711,0.0,0.0,0.0,8.21,5.79,0.0
20200125:0811,0.0,0.0,0.0,8.16,6.0,0.0
20200125:0911,0.33,6.49,4.11,8.28,6.28,0.0
20200125:1011,25.94,44.5,10.62,8.47,6.62,0.0
20200125:1111,34.07,54.7,15.48,8.74,6.62,0.0
20200125:1211,60.44,86.22,18.29,9.11,8.55,0.0
20200125:1311,21.52,38.94,18.78,9.25,8.62,0.0
20200125:1411,51.71,76.02,16.89,9.29,8.69,0.0
20200125:1511,177.03,215.35,12.82,9.27,8.28,0.0
20200125:1611,36.37,57.6,6.92,9.22,7.72,0.0
20200125:1711,0.0,0.0,0.0,9.21,7.45,0.0
20200125:1811,0.0,0.0,0.0,9.28,7.72,0.0
20200125:1911,0.0,0.0,0.0,9.34,7.59,0.0
20200125:2011,0.0,0.0,0.0,9.39,7.79,0.0
20200125:2111,0.0,0.0,0.0,9.5,8.41,0.0
20200125:2211,0.0,0.0,0.0,9.51,8.28,0.0
20200125:2311,0.0,0.0,0.0,9.75,8.34,0.0
20200126:0011,0.0,0.0,0.0,9.68,8.69,0.0
20200126:0111,0.0,0.0,0.0,9.45,8.34,0.0
20200126:0211,0.0,0.0,0.0,9.23,7.93,0.0
20200126:0311,0.0,0.0,0.0,8.48,8.07,0.0
20200126:0411,0.0,0.0,0.0,7.87,7.59,0.0
20200126:0511,0.0,0.0,0.0,7.41,7.17,0.0
20200126:0611,0.0,0.0,0.0,7.03,6.97,0.0
20200126:0711,0.0,0.0,0.0,6.7,7.31,0.0
20200126:0811,0.0,0.0,0.0,6.06,7.38,0.0
20200126:0911,27.09,46.1,4.3,5.8,6.41,0.0
20200126:1011,119.88,150.96,10.83,5.99,6.07,0.0
20200126:1111,103.34,133.33,15.71,6.56,5.45,0.0
20200126:1211,560.08,643.38,18.54,6.79,5.52,0.0
20200126:1311,588.9,677.86,19.03,7.08,5.66,0.0
20200126:1411,278.6,325.16,17.15,7.41,6.07,0.0
20200126:1511,240.04,282.42,13.07,7.6,8.07,0.0
20200126:1611,2.06,10.2,7.17,7.23,9.31,0.0
20200126:1711,0.0,0.0,0.0,5.6,10.21,0.0
20200126:1811,0.0,0.0,0.0,5.62,8.9,0.0
20200126:1911,0.0,0.0,0.0,6.37,8.28,0.0
20200126:2011,0.0,0.0,0.0,6.56,8.69,0.0
20200126:2111,0.0,0.0,0.0,5.84,9.38,0.0
20200126:2211,0.0,0.0,0.0,5.43,10.21,0.0
20200126:2311,0.0,0.0,0.0,5.15,11.31,0.0
20200127:0011,0.0,0.0,0.0,4.74,10.28,0.0
20200127:0111,0.0,0.0,0.0,4.7,8.97,0.0
20200127:0211,0.0,0.0,0.0,5.08,10.34,0.0
20200127:0311,0.0,0.0,0.0,5.31,9.79,0.0
20200127:0411,0.0,0.0,0.0,5.33,10.41,0.0
20200127:0511,0.0,0.0,0.0,5.03,9.66,0.0
20200127:0611,0.0,0.0,0.0,4.88,8.62,0.0
20200127:0711,0.0,0.0,0.0,4.95,7.31,0.0
20200127:0811,0.0,0.0,0.0,5.06,6.14,0.0
20200127:0911,1.17,8.34,4.49,5.03,6.0,0.0
20200127:1011,30.18,49.14,11.04,4.84,6.69,0.0
20200127:1111,27.15,45.43,15.94,5.04,7.72,0.0
20200127:1211,252.65,293.28,18.78,5.19,7.93,0.0
20200127:1311,29.35,48.21,19.29,5.37,7.45,0.0
20200127:1411,56.06,79.73,17.41,4.77,7.79,0.0
20200127:1511,46.53,68.21,13.33,3.35,7.79,0.0
20200127:1611,240.37,282.45,7.42,3.64,7.03,0.0
20200127:1711,0.0,0.0,0.0,4.24,7.17,0.0
20200127:1811,0.0,0.0,0.0,4.0,8.28,0.0
20200127:1911,0.0,0.0,0.0,3.44,8.9,0.0
20200127:2011,0.0,0.0,0.0,2.69,7.79,0.0
20200127:2111,0.0,0.0,0.0,3.12,7.52,0.0
20200127:2211,0.0,0.0,0.0,3.53,7.45,0.0
20200127:2311,0.0,0.0,0.0,3.6,8.34,0.0
20200128:0011,0.0,0.0,0.0,3.88,8.48,0.0
20200128:0111,0.0,0.0,0.0,3.96,8.69,0.0
20200128:0211,0.0,0.0,0.0,4.52,9.17,0.0
20200128:0311,0.0,0.0,0.0,4.95,9.45,0.0
20200128:0411,0.0,0.0,0.0,5.06,9.66,0.0
20200128:0511,0.0,0.0,0.0,4.78,10.28,0.0
20200128:0611,0.0,0.0,0.0,4.14,10.41,0.0
20200128:0711,0.0,0.0,0.0,3.89,10.83,0.0
20200128:0811,0.0,0.0,0.0,4.08,10.76,0.0
20200128:0911,132.01,167.0,4.69,3.78,11.17,0.0
20200128:1011,326.13,372.31,11.26,4.85,10.07,0.0
20200128:1111,85.63,112.93,16.18,5.33,11.17,0.0
20200128:1211,123.0,153.88,19.04,5.1,9.66,0.0
20200128:1311,502.62,563.24,19.55,4.61,9.86,0.0
20200128:1411,542.51,609.86,17.67,5.8,10.55,0.0
20200128:1511,102.79,131.92,13.59,6.01,10.62,0.0
20200128:1611,105.38,135.35,7.67,5.59,10.69,0.0
20200128:1711,0.0,0.0,0.0,5.84,9.79,0.0
20200128:1811,0.0,0.0,0.0,5.99,9.45,0.0
20200128:1911,0.0,0.0,0.0,5.73,9.52,0.0
20200128:2011,0.0,0.0,0.0,5.76,9.03,0.0
20200128:2111,0.0,0.0,0.0,5.97,8.41,0.0
20200128:2211,0.0,0.0,0.0,6.16,7.31,0.0
20200128:2311,0.0,0.0,0.0,6.22,8.14,0.0
20200129:0011,0.0,0.0,0.0,6.46,8.69,0.0
20200129:0111,0.0,0.0,0.0,6.59,8.83,0.0
20200129:0211,0.0,0.0,0.0,7.07,8.48,0.0
20200129:0311,0.0,0.0,0.0,7.41,8.21,0.0
20200129:0411,0.0,0.0,0.0,7.69,7.38,0.0
20200129:0511,0.0,0.0,0.0,8.01,6.83,0.0
20200129:0611,0.0,0.0,0.0,8.08,6.34,0.0
20200129:0711,0.0,0.0,0.0,8.37,6.62,0.0
20200129:0811,0.0,0.0,0.0,8.75,6.76,0.0
20200129:0911,76.65,106.84,4.89,9.34,7.72,0.0
20200129:1011,111.28,143.29,11.48,9.36,8.41,0.0
20200129:1111,124.55,158.37,16.42,9.85,8.97,0.0
20200129:1211,128.6,163.24,19.29,9.95,8.9,0.0
20200129:1311,165.68,203.78,19.82,9.7,8.76,0.0
20200129:1411,125.77,159.9,17.94,9.8,8.62,0.0
20200129:1511,60.85,86.76,13.86,9.92,8.14,0.0
20200129:1611,33.2,53.74,7.93,9.48,7.1,0.0
20200129:1711,0.0,0.0,0.0,9.23,6.62,0.0
20200129:1811,0.0,0.0,0.0,8.93,6.48,0.0
20200129:1911,0.0,0.0,0.0,8.92,6.34,0.0
20200129:2011,0.0,0.0,0.0,8.91,6.21,0.0
20200129:2111,0.0,0.0,0.0,8.93,6.07,0.0
20200129:2211,0.0,0.0,0.0,8.76,6.0,0.0
20200129:2311,0.0,0.0,0.0,8.63,6.28,0.0
20200130:0011,0.0,0.0,0.0,8.53,6.34,0.0
20200130:0111,0.0,0.0,0.0,8.37,6.9,0.0
20200130:0211,0.0,0.0,0.0,8.53,7.38,0.0
20200130:0311,0.0,0.0,0.0,8.95,6.9,0.0
20200130:0411,0.0,0.0,0.0,9.47,6.55,0.0
20200130:0511,0.0,0.0,0.0,9.67,5.93,0.0
20200130:0611,0.0,0.0,0.0,9.79,5.59,0.0
20200130:0711,0.0,0.0,0.0,9.88,5.52,0.0
20200130:0811,0.0,0.0,0.0,10.01,6.14,0.0
20200130:0911,32.77,53.91,5.11,9.95,7.1,0.0
20200130:1011,51.92,76.38,11.71,10.06,6.21,0.0
20200130:1111,37.56,59.33,16.67,10.34,6.9,0.0
20200130:1211,80.95,110.4,19.56,10.57,8.07,0.0
20200130:1311,119.26,153.72,20.09,10.92,7.79,0.0
20200130:1411,65.57,92.79,18.22,10.93,8.14,0.0
20200130:1511,96.13,127.12,14.13,10.55,7.79,0.0
20200130:1611,53.41,78.23,8.19,10.03,6.34,0.0
20200130:1711,0.0,0.0,0.0,9.72,5.79,0.0
20200130:1811,0.0,0.0,0.0,9.45,5.38,0.0
20200130:1911,0.0,0.0,0.0,9.31,4.9,0.0
20200130:2011,0.0,0.0,0.0,9.65,5.52,0.0
20200130:2111,0.0,0.0,0.0,10.23,7.31,0.0
20200130:2211,0.0,0.0,0.0,10.91,9.17,0.0
20200130:2311,0.0,0.0,0.0,10.98,9.66,0.0
20200131:0011,0.0,0.0,0.0,10.54,9.66,0.0
20200131:0111,0.0,0.0,0.0,10.17,9.79,0.0
20200131:0211,0.0,0.0,0.0,9.99,9.66,0.0
20200131:0311,0.0,0.0,0.0,10.23,9.52,0.0
20200131:0411,0.0,0.0,0.0,10.26,9.45,0.0
20200131:0511,0.0,0.0,0.0,10.72,9.17,0.0
20200131:0611,0.0,0.0,0.0,11.04,9.1,0.0
20200131:0711,0.0,0.0,0.0,11.21,8.76,0.0
20200131:0811,0.0,0.0,0.0,10.9,8.48,0.0
20200131:0911,12.07,26.4,5.32,10.52,8.62,0.0
20200131:1011,115.02,148.41,11.95,10.86,8.28,0.0
20200131:1111,68.94,96.77,16.92,11.31,8.83,0.0
20200131:1211,76.44,105.68,19.83,11.66,9.59,0.0
20200131:1311,69.16,97.35,20.37,11.73,9.38,0.0
20200131:1411,95.97,127.74,18.5,11.64,9.52,0.0
20200131:1511,68.54,96.21,14.4,11.52,9.59,0.0
20200131:1611,21.51,39.2,8.46,11.28,10.76,0.0
20200131:1711,0.0,0.0,0.0,10.9,10.97,0.0
20200131:1811,0.0,0.0,0.0,10.53,11.1,0.0
20200131:1911,0.0,0.0,0.0,10.1,11.38,0.0
20200131:2011,0.0,0.0,0.0,9.82,11.79,0.0
20200131:2111,0.0,0.0,0.0,9.69,11.66,0.0
20200131:2211,0.0,0.0,0.0,9.32,12.14,0.0
20200131:2311,0.0,0.0,0.0,9.03,11.79,0.0
20200201:0011,0.0,0.0,0.0,8.8,11.86,0.0
20200201:0111,0.0,0.0,0.0,8.74,11.24,0.0
20200201:0211,0.0,0.0,0.0,8.67,11.03,0.0
20200201:0311,0.0,0.0,0.0,8.37,11.17,0.0
20200201:0411,0.0,0.0,0.0,8.31,11.03,0.0
20200201:0511,0.0,0.0,0.0,8.16,10.97,0.0
20200201:0611,0.0,0.0,0.0,8.04,10.97,0.0
20200201:0711,0.0,0.0,0.0,8.09,11.24,0.0
20200201:0811,0.0,0.0,0.0,8.2,11.31,0.0
20200201:0911,8.17,20.4,5.54,8.27,11.66,0.0
20200201:1011,39.19,60.8,12.19,8.66,11.72,0.0
20200201:1111,57.28,82.51,17.18,9.22,10.76,0.0
20200201:1211,92.9,123.32,20.1,9.39,9.79,0.0
20200201:1311,341.95,396.82,20.66,9.31,8.55,0.0
20200201:1411,250.61,296.76,18.78,9.32,7.1,0.0
20200201:1511,342.4,399.08,14.68,9.02,6.07,0.0
20200201:1611,20.13,37.08,8.73,8.8,5.03,0.0
20200201:1711,0.0,0.0,0.0,8.17,3.86,0.0
20200201:1811,0.0,0.0,0.0,7.75,2.97,0.0
20200201:1911,0.0,0.0,0.0,7.53,3.38,0.0
20200201:2011,0.0,0.0,0.0,7.28,3.79,0.0
20200201:2111,0.0,0.0,0.0,7.1,5.03,0.0
20200201:2211,0.0,0.0,0.0,6.37,4.14,0.0
20200201:2311,0.0,0.0,0.0,6.37,4.48,0.0
20200202:0011,0.0,0.0,0.0,6.83,5.38,0.0
20200202:0111,0.0,0.0,0.0,7.78,4.76,0.0
20200202:0211,0.0,0.0,0.0,10.25,4.69,0.0
20200202:0311,0.0,0.0,0.0,10.3,7.1,0.0
20200202:0411,0.0,0.0,0.0,9.25,9.45,0.0
20200202:0511,0.0,0.0,0.0,9.44,9.45,0.0
20200202:0611,0.0,0.0,0.0,9.51,8.76,0.0
20200202:0711,0.0,0.0,0.0,9.71,8.69,0.0
20200202:0811,0.0,0.0,0.0,9.56,9.93,0.0
20200202:0911,8.11,20.4,5.77,9.63,10.34,0.0
20200202:1011,169.07,207.37,12.43,10.0,10.28,0.0
20200202:1111,197.18,238.01,17.45,10.23,11.1,0.0
20200202:1211,372.78,431.65,20.38,10.55,10.9,0.0
20200202:1311,87.3,117.59,20.95,10.7,11.52,0.0
20200202:1411,194.75,235.86,19.07,10.56,11.31,0.0
20200202:1511,141.49,177.25,14.96,10.61,11.38,0.0
20200202:1611,47.95,71.66,9.0,10.24,13.17,0.0
20200202:1711,0.0,0.0,0.0,10.02,12.97,0.0
20200202:1811,0.0,0.0,0.0,9.8,12.55,0.0
20200202:1911,0.0,0.0,0.0,9.53,12.28,0.0
20200202:2011,0.0,0.0,0.0,9.47,11.45,0.0
20200202:2111,0.0,0.0,0.0,9.23,10.55,0.0
20200202:2211,0.0,0.0,0.0,9.12,9.38,0.0
20200202:2311,0.0,0.0,0.0,8.98,8.41,0.0
20200203:0011,0.0,0.0,0.0,8.58,8.41,0.0
20200203:0111,0.0,0.0,0.0,8.52,8.14,0.0
20200203:0211,0.0,0.0,0.0,8.29,7.79,0.0
20200203:0311,0.0,0.0,0.0,7.79,7.66,0.0
20200203:0411,0.0,0.0,0.0,7.4,7.86,0.0
20200203:0511,0.0,0.0,0.0,7.15,7.72,0.0
20200203:0611,0.0,0.0,0.0,6.88,7.38,0.0
20200203:0711,0.0,0.0,0.0,6.77,6.97,0.0
20200203:0811,0.0,0.0,0.0,6.64,6.62,0.0
20200203:0911,7.02,18.54,6.01,6.59,6.55,0.0
20200203:1011,243.86,286.92,12.69,6.94,7.1,0.0
20200203:1111,241.13,283.67,17.72,7.21,7.24,0.0
20200203:1211,344.4,396.67,20.67,7.49,8.14,0.0
20200203:1311,659.99,754.09,21.24,7.41,8.48,0.0
20200203:1411,475.95,541.63,19.36,7.23,8.76,0.0
20200203:1511,475.14,541.39,15.24,7.46,9.17,0.0
20200203:1611,54.81,78.87,9.27,7.14,8.55,0.0
20200203:1711,0.0,2.78,1.89,6.52,9.17,0.0
20200203:1811,0.0,0.0,0.0,6.35,8.69,0.0
20200203:1911,0.0,0.0,0.0,6.54,8.55,0.0
20200203:2011,0.0,0.0,0.0,6.67,9.24,0.0
20200203:2111,0.0,0.0,0.0,6.51,9.59,0.0
20200203:2211,0.0,0.0,0.0,6.75,9.86,0.0
20200203:2311,0.0,0.0,0.0,6.98,10.83,0.0
20200204:0011,0.0,0.0,0.0,7.45,11.45,0.0
20200204:0111,0.0,0.0,0.0,7.44,10.83,0.0
20200204:0211,0.0,0.0,0.0,7.44,10.76,0.0
20200204:0311,0.0,0.0,0.0,7.55,10.76,0.0
20200204:0411,0.0,0.0,0.0,7.77,10.55,0.0
20200204:0511,0.0,0.0,0.0,8.01,9.38,0.0
20200204:0611,0.0,0.0,0.0,7.91,9.03,0.0
20200204:0711,0.0,0.0,0.0,7.94,8.48,0.0
20200204:0811,0.0,0.0,0.0,8.02,7.79,0.0
20200204:0911,111.8,146.35,6.25,8.12,6.97,0.0
20200204:1011,204.49,245.94,12.94,8.38,5.66,0.0
20200204:1111,356.8,416.06,17.99,8.94,5.1,0.0
20200204:1211,226.06,271.2,20.96,9.41,5.1,0.0
20200204:1311,524.91,613.0,21.54,9.39,4.69,0.0
20200204:1411,393.93,461.94,19.66,9.62,3.93,0.0
20200204:1511,404.94,476.77,15.53,9.34,3.03,0.0
20200204:1611,259.89,314.91,9.55,9.17,1.86,0.0
20200204:1711,0.33,6.49,2.15,8.33,1.31,0.0
20200204:1811,0.0,0.0,0.0,7.42,1.1,0.0
20200204:1911,0.0,0.0,0.0,7.42,0.97,0.0
20200204:2011,0.0,0.0,0.0,6.77,1.45,0.0
20200204:2111,0.0,0.0,0.0,5.88,2.07,0.0
20200204:2211,0.0,0.0,0.0,5.56,3.03,0.0
20200204:2311,0.0,0.0,0.0,5.61,2.07,0.0
20200205:0011,0.0,0.0,0.0,5.09,2.76,0.0
20200205:0111,0.0,0.0,0.0,4.36,2.83,0.0
20200205:0211,0.0,0.0,0.0,4.18,2.76,0.0
20200205:0311,0.0,0.0,0.0,4.08,2.48,0.0
20200205:0411,0.0,0.0,0.0,4.06,3.03,0.0
20200205:0511,0.0,0.0,0.0,4.08,3.24,0.0
20200205:0611,0.0,0.0,0.0,4.21,3.45,0.0
20200205:0711,0.0,0.0,0.0,4.51,3.66,0.0
20200205:0811,0.0,0.0,0.0,4.27,3.59,0.0
20200205:0911,24.69,42.45,6.49,4.43,3.86,0.0
20200205:1011,111.22,142.38,13.21,6.64,3.72,0.0
20200205:1111,107.91,139.66,18.28,8.01,4.55,0.0
20200205:1211,182.03,222.23,21.26,8.91,5.1,0.0
20200205:1311,450.52,522.03,21.84,9.36,6.34,0.0
20200205:1411,416.09,482.28,19.96,9.47,6.62,0.0
20200205:1511,379.74,441.2,15.82,9.37,6.62,0.0
20200205:1611,190.0,231.85,9.83,8.96,6.41,0.0
20200205:1711,5.13,16.32,2.42,8.42,5.72,0.0
20200205:1811,0.0,0.0,0.0,7.86,5.38,0.0
20200205:1911,0.0,0.0,0.0,7.8,5.52,0.0
20200205:2011,0.0,0.0,0.0,7.82,5.52,0.0
20200205:2111,0.0,0.0,0.0,7.66,5.59,0.0
20200205:2211,0.0,0.0,0.0,7.39,4.76,0.0
20200205:2311,0.0,0.0,0.0,7.15,5.03,0.0
20200206:0011,0.0,0.0,0.0,6.99,5.1,0.0
20200206:0111,0.0,0.0,0.0,6.96,5.1,0.0
20200206:0211,0.0,0.0,0.0,7.0,5.17,0.0
20200206:0311,0.0,0.0,0.0,7.06,5.31,0.0
20200206:0411,0.0,0.0,0.0,7.49,5.38,0.0
20200206:0511,0.0,0.0,0.0,7.56,5.31,0.0
20200206:0611,0.0,0.0,0.0,7.55,5.24,0.0
20200206:0711,0.0,0.0,0.0,7.78,5.38,0.0
20200206:0811,0.0,0.0,0.0,7.64,5.45,0.0
20200206:0911,43.0,65.75,6.74,7.79,5.45,0.0
20200206:1011,136.82,171.26,13.48,8.06,5.31,0.0
20200206:1111,123.61,157.37,18.56,8.6,4.97,0.0
20200206:1211,120.32,154.12,21.56,9.13,6.69,0.0
20200206:1311,36.93,58.41,22.15,9.69,7.24,0.0
20200206:1411,61.05,87.15,20.26,9.63,7.45,0.0
20200206:1511,24.39,42.65,16.12,9.25,7.1,0.0
20200206:1611,5.76,16.69,10.11,8.79,6.76,0.0
20200206:1711,0.0,2.78,2.69,8.25,6.14,0.0
20200206:1811,0.0,0.0,0.0,7.98,5.66,0.0
20200206:1911,0.0,0.0,0.0,7.76,5.59,0.0
20200206:2011,0.0,0.0,0.0,7.54,5.59,0.0
20200206:2111,0.0,0.0,0.0,7.43,5.79,0.0
20200206:2211,0.0,0.0,0.0,7.34,5.86,0.0
